iata_id,airline,alias,icao,callsign,country,active
LY,El Al Israel Airlines,\N,ELY,ELAL,Israel,Y
LZ,Balkan Bulgarian Airlines,\N,,,,Y
M0,Aero Mongolia,\N,MNG,AERO MONGOLIA,Mongolia,N
M1,Maryland Air,Maryland,M1F,Maryland Flight,United States,Y
M2,Mahfooz Aviation,\N,MZS,MAHFOOZ,Gambia,N
M2,MHS Aviation GmbH,,\N,,Germany,Y
M3,ABSA - Aerolinhas Brasileiras,\N,TUS,ABSA Cargo,Brazil,Y
M3,Air Service,\N,SPJ,AIR SKOPJE,Macedonia,N
M3,North Flying,\N,NFA,NORTH FLYING,Denmark,N
M4,Nova Airline,\N,NOV,NOVANILE,Sudan,N
M4,Marysya Airlines,MARYSYA AIRLINES,1QA,MARSHAK AIR,Russia,Y
M5,Kenmore Air,\N,KEN,KENMORE,United States,Y
M6,Amerijet International,\N,AJT,AMERIJET,United States,N
M7,MasAir,\N,MAA,MAS CARGA,Mexico,Y
M7,Marsland Aviation,\N,MSL,MARSLANDAIR,Sudan,N
M7,Tropical Airways,\N,TBG,,Haiti,N
M8,Trans Maldivian Airways,,TMW,,Maldives,N
M8,TransNusa Air,,TNU,TRANSNUSA,Indonesia,Y
M9,Motor Sich,\N,MSI,MOTOR SICH,Ukraine,Y
MA,Malév,\N,MAH,MALEV,Hungary,Y
MB,Execair Aviation,\N,EXA,CANADIAN EXECAIRE,Canada,N
MB,MNG Airlines,\N,MNB,BLACK SEA,Turkey,Y
MC,Air Mobility Command,\N,RCH,REACH,United States,N
MD,Air Madagascar,\N,MDG,AIR MADAGASCAR,Madagascar,Y
ME,Middle East Airlines,\N,MEA,CEDAR JET,Lebanon,Y
MF,Xiamen Airlines,\N,CXA,XIAMEN AIR,China,Y
MG,Champion Air,\N,CCP,CHAMPION AIR,United States,N
MH,Malaysia Airlines,\N,MAS,MALAYSIAN,Malaysia,Y
MI,SilkAir,\N,SLK,SILKAIR,Singapore,Y
MJ,L,\N,LPR,LAPA,Argentina,Y
MK,Air Mauritius,\N,MAU,AIRMAURITIUS,Mauritius,Y
ML,African Transport Trading and Investment Company,\N,,,Sudan,N
ML,Maldivo Airlines,,MAV,Maldivo,Maldives,Y
MM,Peach Aviation,,\N,Air Peach,Japan,Y
MN,Comair,\N,CAW,COMMERCIAL,South Africa,Y
MO,Abu Dhabi Amiri Flight,\N,AUH,SULTAN,United Arab Emirates,Y
MO,Calm Air,\N,CAV,CALM AIR,Canada,N
MP,Martinair,\N,MPH,MARTINAIR,Netherlands,Y
MQ,American Eagle Airlines,\N,EGF,EAGLE FLIGHT,United States,Y
MR,Air Mauritanie,\N,MRT,MIKE ROMEO,Mauritania,N
MR,Homer Air,Homer Sky,OME,,Germany,Y
MS,Egyptair,\N,MSR,EGYPTAIR,Egypt,Y
MT,Thomas Cook Airlines,\N,TCX,KESTREL,United Kingdom,Y
MU,China Eastern Airlines,\N,CES,CHINA EASTERN,China,Y
MV,Armenian International Airways,\N,RML,,Armenia,N
MW,Maya Island Air,\N,MYD,MYLAND,Belize,Y
MX,Mexicana de Aviaci,\N,MXA,MEXICANA,Mexico,Y
MY,Maxjet Airways,\N,MXJ,MAX-JET,United States,N
MY,Midwest Airlines (Egypt),\N,MWA,,Egypt,Y
MZ,Merpati Nusantara Airlines,\N,MNA,MERPATI,Indonesia,Y
N0,Norte Lineas Aereas,NORTE,\N,,Argentina,Y
N1,N1,,\N,,Peru,Y
N2,Dagestan Airlines,\N,DAG,DAGAL,Russia,N
N2,Kabo Air,\N,QNK,KABO,Nigeria,N
N3,Omskavia Airline,\N,OMS,OMSK,Russia,N
N4,Mountain Air Company,\N,MTC,MOUNTAIN LEONE,Sierra Leone,N
N4,National Airlines,\N,NCN,,Chile,N
N4,Minerva Airlines,,\N,,Italy,N
N4,Regionalia México,Regionalia México,J88,,Mexico,Y
N5,Kyrgyz Airlines,\N,KGZ,BERMET,Kyrgyzstan,N
N5,Skagway Air Service,\N,SGY,SKAGWAY AIR,United States,Y
N6,Lagun Air,\N,JEV,,Spain,N
N6,Nuevo Continente,\N,ACQ,AERO CONTINENTE,Peru,N
N6,Aerocontinente (Priv),,\N,,Peru,N
N7,National Airlines,\N,ROK,RED ROCK,United States,N
N7,All Spain,All Spain,N77,,Spain,Y
N8,Fika Salaama Airlines,\N,HGK,SALAAMA,Uganda,N
N8,National Air Cargo,,NCR,,United States,Y
N9,North Coast Aviation,\N,,,Papua New Guinea,N
N9,All Europe,All Europe,N99,,United Kingdom,Y
NA,National Airlines,\N,NAL,NATIONAL,United States,N
NA,Al-Naser Airlines,,\N,,Iraq,Y
NB,Sterling Airlines,\N,SNB,STERLING,Denmark,Y
NC,National Jet Systems,\N,NJS,NATIONAL JET,Australia,Y
NC,Northern Air Cargo,\N,NAC,YUKON,United States,N
NE,SkyEurope,\N,ESK,RELAX,Slovakia,Y
NF,Air Vanuatu,\N,AVN,AIR VAN,Vanuatu,Y
NG,Lauda Air,\N,LDA,LAUDA AIR,Austria,Y
NH,All Nippon Airways,ANA All Nippon Airways,ANA,ALL NIPPON,Japan,Y
NI,Portugalia,\N,PGA,PORTUGALIA,Portugal,Y
NJ,Nihon.jet,,\N,,Japan,N
NJ,Nordic Global Airlines,,NGB,Nordic Global,Finland,Y
NK,Spirit Airlines,\N,NKS,SPIRIT WINGS,United States,Y
NL,Shaheen Air International,\N,SAI,SHAHEEN AIR,Pakistan,Y
NM,Air Madrid,\N,DRD,ALADA AIR,Spain,Y
NM,Mount Cook Airlines,\N,NZM,MOUNTCOOK,New Zealand,N
NN,VIM Airlines,\N,MOV,MOV AIR,Russia,Y
NO,Aus-Air,\N,AUS,,Australia,N
NO,Neos,\N,NOS,MOONFLOWER,Italy,N
NO,North Pacific Airlines,,\N,,United States,N
NP,Nile Air,,NIA,NILEBIRD,Egypt,Y
NQ,Air Japan,\N,AJX,AIR JAPAN,Japan,Y
NR,Pamir Airways,\N,PIR,PAMIR,Afghanistan,N
NR,Jettor Airlines,Jettor,JTO,JETHAPPY,Hong Kong,Y
NS,Caucasus Airlines,,\N,,Georgia,Y
NT,Binter Canarias,\N,IBB,,Spain,Y
NU,Japan Transocean Air,\N,JTA,JAI OCEAN,Japan,Y
NV,Air Central,\N,CRF,AIR CENTRAL,Japan,N
NV,Naka Nihon Airlines Service,,ALS,,Japan,N
NW,Northwest Airlines,\N,NWA,NORTHWEST,United States,Y
NX,Air Macau,\N,AMU,AIR MACAO,Macao,Y
NY,Air Iceland,\N,FXI,FAXI,Iceland,Y
NZ,Air New Zealand,\N,ANZ,NEW ZEALAND,New Zealand,Y
O1,Orbit Airlines Azerbaijan,Orbit Azerbaijan,OAB,Orbitaz,Azerbaijan,Y
O2,Oceanic Airlines,\N,,,Guinea,Y
O6,Oceanair,\N,ONE,OCEANAIR,Brazil,Y
O7,Ozjet Airlines,\N,OZJ,AUSJET,Australia,Y
O8,Oasis Hong Kong Airlines,\N,OHK,OASIS,Hong Kong,Y
OA,Olympic Airlines,\N,OAL,OLYMPIC,Greece,Y
OB,Astrakhan Airlines,\N,ASZ,AIR ASTRAKHAN,Russia,Y
OC,Catovair,,\N,CATOVAIR,Mauritius,Y
OD,Zuliana de Aviacion,Zuliana,ULA,,Venezuela,N
OD,Malindo Air,,MXD,Malindo,Malaysia,Y
OE,Asia Overnight Express,\N,AOT,ASIA OVERNIGHT,Philippines,N
OE,WestAir,,\N,,United States,N
OE,WestAir Airlines,,\N,,United States,N
OE,WestAir Airlines ,,\N,,United States,N
OF,Air Finland,\N,FIF,AIR FINLAND,Finland,Y
OF,Transports et Travaux A,\N,,,,N
OG,1-2-go,fly 1-2-go,\N,,Thailand,N
OG,AirOnix,,\N,,Ukraine,Y
OH,Comair,\N,COM,COMAIR,United States,Y
OI,Orchid Airlines,,ORC,,Australia,Y
OJ,Overland Airways,\N,OLA,OVERLAND,Nigeria,Y
OK,Czech Airlines,CSA Czech Airlines,CSA,CSA-LINES,Czech Republic,Y
OL,Ostfriesische Lufttransport,\N,OLT,OLTRA,Germany,Y
OM,MIAT Mongolian Airlines,\N,MGL,MONGOL AIR,Mongolia,Y
ON,Nauru Air Corporation,\N,RON,AIR NAURU,Nauru,Y
ON,Our Airline,\N,RON,OUR AIRLINE,Nauru,N
OO,SkyWest,\N,SKW,SKYWEST,United States,Y
OP,Chalk's Ocean Airways,\N,CHK,CHALKS,United States,N
OP,Air Pegasus,,PPL,,India,Y
OQ,Chongqing Airlines,,CQN,CHONG QING,China,Y
OR,Arkefly,\N,TFL,ARKEFLY,Netherlands,Y
OS,Austrian Airlines,\N,AUA,AUSTRIAN,Austria,Y
OT,Aeropelican Air Services,\N,PEL,PELICAN,Australia,Y
OU,Croatia Airlines,\N,CTN,CROATIA,Croatia,Y
OV,Estonian Air,\N,ELL,ESTONIAN,Estonia,Y
OW,Executive Airlines,\N,EXK,EXECUTIVE EAGLE,United States,N
OX,Orient Thai Airlines,\N,OEA,ORIENT THAI,Thailand,Y
OY,Omni Air International,\N,OAE,OMNI-EXPRESS,United States,Y
OZ,Asiana Airlines,\N,AAR,ASIANA,Republic of Korea,Y
OZ,Ozark Air Lines,\N,OZR,OZARK,United States,N
P0,Proflight Commuter Services,\N,,,Zambia,Y
P4,Patriot Airways,,\N,,United States,Y
P5,AeroRep,\N,RPB,AEROREPUBLICA,Colombia,Y
P7,Russian Sky Airlines,\N,ESL,RADUGA,Russia,N
P7,Regional Paraguaya,,REP,REGIOPAR,Paraguay,Y
P8,Pantanal Linhas Aéreas,\N,PTN,PANTANAL,Brazil,N
P8,Air Mekong,,MKG,Air Mekong,Vietnam,Y
P9,Nas Air,\N,,,Mali,N
P9,Perm Airlines,\N,PGP,PERM AIR,Russia,N
P9,Peruvian Airlines,,\N,,Peru,Y
PA,Florida Coastal Airlines,\N,FCL,FLORIDA COASTAL,United States,N
PA,Pan American Airways,\N,PAA,,United States,N
PA,Pan American World Airways,\N,PAA,CLIPPER,United States,N
PA,Parmiss Airlines (IPV),,IPV,IPV,Iran,Y
PC,Air Fiji,\N,FAJ,FIJIAIR,Fiji,N
PC,Continental Airways,\N,PVV,CONTAIR,Russia,N
PC,Pegasus Airlines,\N,PGT,SUNTURK,Turkey,Y
PD,Porter Airlines,\N,POE,PORTER AIR,Canada,Y
PE,Air Europe,\N,AEL,AIR EUROPE,Italy,Y
PF,Palestinian Airlines,\N,PNW,PALESTINIAN,Egypt,N
PF,Primera Air,,\N,PRIMERA,Iceland,Y
PG,Bangkok Airways,\N,BKP,BANGKOK AIR,Thailand,Y
PH,Polynesian Airlines,\N,PAO,POLYNESIAN,Samoa,Y
PI,Piedmont Airlines (1948-1989),\N,PDT,PIEDMONT,United States,Y
PI,Sun Air (Fiji),\N,SUF,SUNFLOWER,Fiji,N
PJ,Air Saint Pierre,\N,SPM,,France,Y
PK,Pakistan International Airlines,PIA Pakistan International,PIA,PAKISTAN,Pakistan,Y
PL,Aeroper,\N,PLI,Aeroperu,Peru,Y
PL,Airstars,\N,ASE,MOROZOV,Russia,N
PM,Tropic Air,\N,TOS,TROPISER,Belize,Y
PN,West Air China,,CHB,WEST CHINA,China,Y
PO,Polar Air Cargo,\N,PAC,POLAR,United States,N
PO,FlyPortugal,,FPT,FlyPortugal,Portugal,Y
PP,Air Indus,Indus Airlines Pak,AI0,AIPL,Pakistan,Y
PQ,Panafrican Airways,\N,PNF,PANWAYS,Ivory Coast,N
PQ,LSM Airlines,slowbird,LOO,slowbird,Russia,Y
PR,Philippine Airlines,\N,PAL,PHILIPPINE,Philippines,Y
PS,Pacific Southwest Airlines,\N,PSX,SMILEY,United States,N
PS,Ukraine International Airlines,\N,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
PT,Capital Cargo International Airlines,\N,CCI,CAPPY,United States,N
PT,West Air Sweden,\N,SWN,AIR SWEDEN,Sweden,N
PT,Red Jet Andes,,\N,,Peru,Y
PU,PLUNA,\N,PUA,PLUNA,Uruguay,Y
PV,PAN Air,\N,PNR,SKYJET,Spain,Y
PW,Precision Air,\N,PRF,PRECISION AIR,Tanzania,Y
PX,Air Niugini,\N,ANG,NUIGINI,Papua New Guinea,Y
PY,Surinam Airways,\N,SLM,SURINAM,Suriname,Y
PZ,TAM Mercosur,\N,LAP,PARAGUAYA,Paraguay,Y
Q2,Maldivian,,\N,ISLAND AVIATION,Maldives,Y
Q3,Zambian Airways,\N,MBN,ZAMBIANA,Zambia,N
Q3,SOCHI AIR CHATER,Sochi Air ,QER,russian doll,Russia,Y
Q4,Mastertop Linhas Aereas,\N,,,Brazil,N
Q4,SOCHI AIR EXPRESS,ADLER EXPRESS,SAE,ADLER EXPRESS,Russia,Y
Q5,40-Mile Air,\N,MLA,MILE-AIR,United States,Y
Q6,Aero Condor Peru,\N,CDP,CONDOR-PERU,Peru,Y
Q7,SkyBahamas Airlines,,\N,TROPICAL SKY,Bahamas,Y
Q8,Pacific East Asia Cargo Airlines,\N,PEC,PAC-EAST CARGO,Philippines,Y
Q9,Afrinat International Airlines,\N,AFU,,Gambia,N
Q9,Arik Niger,,NAK,,Niger,Y
QA,Click (Mexicana),,\N,,Mexico,Y
QB,Georgian National Airlines,\N,GFG,NATIONAL,Georgia,Y
QC,Air Corridor,\N,CRD,AIR CORRIDOR,Mozambique,N
QC,Camair-co,,\N,,Cameroon,Y
QD,Air Class Lineas Aereas,\N,QCL,ACLA,Uruguay,N
QD,Dobrolet,Добролёт,DOB,DOBROLET,Russia,Y
QE,Crossair Europe,\N,ECC,Cigogne,Switzerland,N
QF,Qantas,Qantas Airways,QFA,QANTAS,Australia,Y
QG,Citilink Indonesia,,\N,SUPERGREEN,Indonesia,Y
QH,Air Florida,\N,FLZ,AIR FLORIDA,United States,Y
QH,Kyrgyzstan,\N,LYN,ALTYN AVIA,Kyrgyzstan,N
QI,Cimber Air,\N,CIM,CIMBER,Denmark,Y
QJ,Jet Airways,\N,,,United States,Y
QK,Air Canada Jazz,\N,JZA,JAZZ,Canada,Y
QL,Aero Lanka,\N,RLN,AERO LANKA,Sri Lanka,Y
QM,Air Malawi,\N,AML,MALAWI,Malawi,Y
QN,Air Armenia,\N,ARR,AIR ARMENIA,Armenia,N
QN,Royal,,\N,Roy,Canada,N
QO,Aeromexpress,\N,MPX,AEROMEXPRESS,Mexico,N
QO,Origin Pacific Airways,\N,OGN,ORIGIN,New Zealand,Y
QP,Air Kenya (Priv),,\N,,Kenya,Y
QQ,Alliance Airlines,\N,UTY,UNITY,Australia,Y
QQ,Reno Air,\N,ROA,RENO AIR,United States,N
QR,Qatar Airways,\N,QTR,QATARI,Qatar,Y
QS,African Safari Airways,\N,QSC,ZEBRA,Kenya,N
QS,Travel Service,\N,TVS,SKYTRAVEL,Czech Republic,Y
QT,TAMPA,\N,TPA,TAMPA,Colombia,Y
QU,East African,\N,UGX,CRANE,Uganda,Y
QV,Lao Airlines,\N,LAO,LAO,Lao Peoples Democratic Republic,Y
QW,Blue Wings,\N,BWG,BLUE WINGS,Germany,Y
QX,Horizon Air,Horizon Airlines,QXE,HORIZON AIR,United States,Y
QY,European Air Transport,\N,BCS,EUROTRANS,Belgium,N
QY,Red Jet Canada,,\N,,Canada,Y
QZ,Indonesia AirAsia,\N,AWQ,WAGON AIR,Indonesia,Y
R0,Royal Airlines,\N,RPK,ROYAL PAKISTAN,Pakistan,N
R1,Sirin,\N,,,,N
R1,Royal Southern Airlines.,Royal Southern,RS1,RSA,Colombia,N
R2,Orenburg Airlines,\N,ORB,ORENBURG,Russia,Y
R3,Aircompany Yakutia,\N,SYL,AIR YAKUTIA,Russia,Y
R4,Rossiya,\N,,,Russia,Y
R5,Jordan Aviation,\N,JAV,JORDAN AVIATION,Jordan,N
R5,Malta Air Charter,\N,MAC,MALTA CHARTER,Malta,Y
R6,RACSA,\N,,,Guatemala,Y
R7,Aserca Airlines,\N,OCA,AROSCA,Venezuela,Y
R8,Kyrgyzstan Airlines,\N,KGA,KYRGYZ,Kyrgyzstan,N
R8,AirRussia,RussianConector,RRJ,russiancloud,Russia,Y
R9,Camai Air,\N,CAM,AIR CAMAI,United States,N
RA,Nepal Airlines,\N,RNA,ROYAL NEPAL,Nepal,Y
RA,Royal Nepal Airlines,\N,RNA,ROYAL NEPAL,Nepal,Y
RB,Air Srpska,\N,SBK,Air Srpska,Bosnia and Herzegovina,N
RB,Syrian Arab Airlines,\N,SYR,SYRIANAIR,Syrian Arab Republic,Y
RC,Atlantic Airways,\N,FLI,FAROELINE,Faroe Islands,Y
RD,Ryan International Airlines,\N,RYN,RYAN INTERNATIONAL,United States,Y
RE,Aer Arann,\N,REA,AER ARANN,Ireland,Y
RF,Florida West International Airways,\N,FWL,FLO WEST,United States,Y
RG,VRG Linhas Aereas,Varig,VRN,VARIG,Brazil,Y
RH,Republic Express Airlines,\N,RPH,PUBLIC EXPRESS,Indonesia,Y
RI,Mandala Airlines,\N,MDL,MANDALA,Indonesia,Y
RJ,Royal Jordanian,\N,RJA,JORDANIAN,Jordan,Y
RK,Air Afrique,\N,RKA,AIRAFRIC,Ivory Coast,Y
RK,Royal Khmer Airlines,\N,RKH,KHMER AIR,Cambodia,N
RL,Royal Falcon,,RFJ,,Jordan,Y
RM,Rainbow Air US,Rainbow Air US,RNY,Rainbow Air,United States,Y
RN,Rainbow Air (RAI),Rainbow Air (RAI),RAB,Rainbow,United States,Y
RO,Tarom,\N,ROT,TAROM,Romania,Y
RP,Chautauqua Airlines,\N,CHQ,CHAUTAUQUA,United States,Y
RQ,Kam Air,\N,KMF,KAMGAR,Afghanistan,Y
RR,Royal Air Force,\N,RFR,RAFAIR,United Kingdom,N
RR,Red Jet America,,\N,,United States,N
RR,REXAIR VIRTUEL,,RXR,Rexair,France,Y
RS,Intercontinental de Aviaci,\N,ICT,CONTAVIA,Colombia,N
RS,Royal Air Force of Oman,\N,MJN,MAJAN,Oman,N
RS,Sky Regional,Air Canada Express,SKV,Sky Regional,Canada,Y
RT,Real Tonga,,\N,,Tonga,Y
RU,AirBridge Cargo,\N,ABW,AIRBRIDGE CARGO,Russia,N
RU,SkyKing Turks and Caicos Airways,\N,SKI,SKYKING,Turks and Caicos Islands,N
RU,Rainbow Air Euro,Rainbow Air EU,RUE,Rainbow Air,United Kingdom,Y
RV,Caspian Airlines,\N,CPN,CASPIAN,Iran,Y
RW,Republic Airlines,\N,RPA,BRICKYARD,United States,Y
RX,Aviaexpress,\N,AEH,Avex,Hungary,N
RX,Rainbow Air Polynesia,Rainbow Air POL,RPO,Rainbow Air,United States,Y
RY,Reno Sky,,\N,,United States,N
RY,Rainbow Air Canada,Rainbow Air CAN,RAY,Rainbow CAN,Canada,Y
RZ,Euro Exec Express,\N,,,Sweden,Y
S0,Slok Air Gambia,\N,OKS,SLOK GAMBIA,Gambia,N
S0,Spike Airlines,Aero Spike,SAL,Spike Air,United States,Y
S1,Serbian Airlines,,SA1,,Serbia,Y
S2,Air Sahara,\N,RSH,SAHARA,India,Y
S3,Santa Barbara Airlines,\N,BBR,SANTA BARBARA,Venezuela,Y
S4,SATA International,\N,RZO,AIR AZORES,Portugal,Y
S5,Shuttle America,\N,TCF,MERCURY,United States,Y
S5,Trast Aero,\N,TSJ,TRAST AERO,Kyrgyzstan,N
S6,Star Air,\N,,,Denmark,N
S6,Salmon Air,,\N,,United States,Y
S7,S7 Airlines,Sibir Airlines,SBI,SIBERIAN AIRLINES,Russia,Y
S8,Chari Aviation Services,\N,CSU,CHARI SERVICE,Chad,N
S8,Shovkoviy Shlyah,\N,SWW,WAY AERO,Ukraine,N
S8,Snowbird Airlines,,SBD,,Finland,Y
S9,East African Safari Air,\N,HSA,DUMA,Kenya,N
S9,Starbow Airlines,,\N,,Ghana,Y
SA,South African Airways,SAA South African Airways,SAA,SPRINGBOK,South Africa,Y
SB,Air Caledonie International,\N,ACI,AIRCALIN,France,Y
SC,Shandong Airlines,\N,CDG,SHANDONG,China,Y
SD,Sudan Airways,\N,SUD,SUDANAIR,Sudan,Y
SE,XL Airways France,\N,SEU,STARWAY,France,Y
SF,Tassili Airlines,\N,DTH,TASSILI AIR,Algeria,N
SF,Air Charter International,,\N,,France,N
SG,JetsGo,\N,JGO,JETSGO,Canada,N
SG,Spicejet,\N,SEJ,SPICEJET,India,Y
SH,Fly Me Sweden,\N,FLY,FLYBIRD,Sweden,N
SH,TAN-SAHSA,,\N,Sierra Hotel,Honduras,N
SH,Aéris (Priv),,\N,,France,N
SH,Sharp Airlines,,SHA,SHARP,Australia,Y
SI,Skynet Airlines,\N,SIH,BLUEJET,Ireland,Y
SJ,Sriwijaya Air,\N,SJY,SRIWIJAYA,Indonesia,Y
SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SAS,SCANDINAVIAN,Sweden,Y
SL,Rio Sul Servi,\N,RSL,RIO SUL,Brazil,N
SL,Thai Lion Air,,\N,,Thailand,Y
SM,Swedline Express,\N,SRL,Starline,Sweden,N
SM,Spirit of Manila Airlines,,MNP,MANILA SKY,Philippines,Y
SN,Brussels Airlines,SN Brussels Airlines,DAT,BEE-LINE,Belgium,Y
SO,Superior Aviation,\N,HKA,SPEND AIR,United States,N
SO,Sosoliso Airlines,\N,OSL,SOSOLISO,Nigeria,N
SO,Salsa d\\'Haiti,,SLC,SALSA,Haiti,Y
SP,SATA Air Acores,\N,SAT,SATA,Portugal,Y
SQ,Singapore Airlines,\N,SIA,SINGAPORE,Singapore,Y
SQ,Singapore Airlines Cargo,\N,SQC,SINGCARGO,Singapore,Y
SR,Swissair,\N,SWR,Swissair,Switzerland,Y
SS,Corsairfly,\N,CRL,CORSAIR,France,Y
ST,Germania,\N,GMI,GERMANIA,Germany,Y
SU,Aeroflot Russian Airlines,\N,AFL,AEROFLOT,Russia,Y
SV,Saudi Arabian Airlines,\N,SVA,SAUDIA,Saudi Arabia,Y
SW,Air Namibia,\N,NMB,NAMIBIA,Namibia,Y
SX,Sky Work Airlines,SkyWork,SRK,SKYFOX,Switzerland,N
SX,Skybus Airlines,\N,SKB,SKYBUS,United States,N
SX,Starling Airlines Spain,,STS,STARLING,Spain,N
SX,SkyWork Airlines ,,\N,SKYFOX,Switzerland,Y
SY,Sun Country Airlines,\N,SCX,SUN COUNTRY,United States,Y
SZ,Salzburg arrows,SZA,\N,SZA,Austria,Y
T0,TACA Peru,,\N,TACA PERU,Peru,Y
T1,TROPICAL LINHAS AEREAS,TROPICAL,TP3,,Brazil,N
T2,Thai Air Cargo,\N,TCG,THAI CARGO,Thailand,Y
T3,Eastern Airways,\N,EZE,EASTFLIGHT,United Kingdom,Y
T4,Hellas Jet,\N,HEJ,HELLAS JET,Greece,Y
T5,Turkmenistan Airlines,Turkmenhovayollary,TUA,TURKMENISTAN,Turkmenistan,Y
T6,Tavrey Airlines,\N,TVR,TAVREY,Ukraine,N
T6,Trans Pas Air,,TP6,,United States,Y
T7,Twin Jet,\N,TJT,TWINJET,France,Y
T8,TAN,,\N,,Argentina,N
T9,TransMeridian Airlines,\N,TRZ,TRANS-MERIDIAN,United States,N
T9,Thai Star Airlines,\N,TSX,THAI STAR,Thailand,N
TA,Grupo TACA,TACA,TAT,TACA-COSTARICA,Costa Rica,Y
TB,TUI Airlines Belgium,now Jetairlfy,TUB,BEAUTY,Belgium,N
TB,TrasBrasil,,TBZ,,Brazil,Y
TC,Air Tanzania,\N,ATC,TANZANIA,Tanzania,Y
TD,Atlantis European Airways,\N,LUR,,Armenia,Y
TD,Tulip Air,\N,TLP,TULIPAIR,Netherland,N
TE,FlyLal,\N,LIL,LITHUANIA AIR,Lithuania,Y
TF,Malmö Aviation,\N,SCW,Scanwings,Sweden,Y
TG,Thai Airways International,\N,THA,THAI,Thailand,Y
TH,BA Connect,\N,,,United Kingdom,N
TH,Transmile Air Services,\N,TSE,TRANSMILE,Malaysia,N
TH,TransBrasil Airlines,,THS,,Brazil,Y
TI,Tol-Air Services,\N,TOL,TOL AIR,United States,N
TI,TransHolding,Trans,THI,,Brazil,Y
TJ,Transportes Aéreos Nacionales de Selva,,\N,Aereos Selva,Peru,N
TJ,T.J. Air,,TJA,T.J. Air,United States,Y
TK,Turkish Airlines,\N,THY,TURKAIR,Turkey,Y
TL,Airnorth,\N,ANO,TOPEND,Australia,Y
TL,Trans Mediterranean Airlines,\N,TMA,TANGO LIMA,Lebanon,Y
TM,Air Mozambique,,\N,,Mozambique,Y
TN,Air Tahiti Nui,\N,THT,TAHITI AIRLINES,France,Y
TO,President Airlines,null,PSD,,Cambodia,N
TO,Transavia France,,TVF,FRENCH SUN,France,Y
TP,TAP Portugal,TAP Air Portugal,TAP,AIR PORTUGAL,Portugal,Y
TQ,Tandem Aero,\N,TDM,TANDEM,Moldova,N
TQ,Texas Wings,,TXW,TXW,United States,Y
TR,Tiger Airways,\N,TGW,GO CAT,Singapore,Y
TS,Air Transat,\N,TSC,TRANSAT,Canada,Y
TT,Air Lithuania,\N,KLA,KAUNAS,Lithuania,N
TT,Tiger Airways Australia,\N,TGW,GO CAT,Australia,Y
TU,Tunisair,\N,TAR,TUNAIR,Tunisia,Y
TV,Virgin Express,\N,VEX,VIRGIN EXPRESS,Belgium,Y
TW,Trans World Airlines,TWA,TWA,TWA,United States,N
TW,Tway Airlines,,TWB,TWAY AIR,South Korea,Y
TX,Air Caraïbes,\N,FWI,FRENCH WEST,France,Y
TY,Air Cal,\N,TPC,AIRCAL,France,N
TY,Iberworld,\N,IWD,,Spain,Y
TZ,Scoot,,SCO,,Singapore,Y
U1,AirOne Polska,AirOne Polska,1,AOC,Poland,N
U1,Aviabus,,ABI,,Russia,Y
U2,easyJet,EasyJet Airline,EZY,EASY,United Kingdom,Y
U2,United Feeder Service,\N,,,United States,N
U3,Avies,\N,AIA,AVIES,Estonia,Y
U4,PMTair,\N,PMT,MULTITRADE,Cambodia,Y
U5,USA3000 Airlines,\N,GWY,GETAWAY,United States,Y
U6,Ural Airlines,\N,SVR,SVERDLOVSK AIR,Russia,Y
U7,Northern Dene Airways,\N,,,Canada,Y
U7,USA Jet Airlines,\N,JUS,JET USA,United States,N
U8,Armavia,\N,RNV,ARMAVIA,Armenia,Y
U9,Tatarstan Airlines,\N,TAK,TATARSTAN,Russia,Y
UA,United Airlines,\N,UAL,UNITED,United States,Y
UB,Myanma Airways,\N,UBA,UNIONAIR,Myanmar,Y
UD,Hex'Air,\N,HER,HEX AIRLINE,France,Y
UE,Nasair,\N,NAS,NASAIRWAYS,Eritrea,Y
UE,Transeuropean Airlines,\N,TEP,TRANSEURLINE,Russia,N
UF,UM Airlines,\N,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
UG,Tuninter,\N,TUI,,Tunisia,Y
UH,US Helicopter Corporation,\N,,,United States,Y
UI,Eurocypria Airlines,\N,ECA,EUROCYPRIA,Cyprus,Y
UJ,AlMasria Universal Airlines,,LMU,ALMASRIA,Egypt,Y
UK,buzz,\N,BUZ,\N,\N,N
UK,Air UK,,\N,,United Kingdom,N
UK,Air Vistara,Tata SIA Airlines,VTI,,India,Y
UL,SriLankan Airlines,\N,ALK,SRILANKAN,Sri Lanka,Y
UM,Air Zimbabwe,\N,AZW,AIR ZIMBABWE,Zimbabwe,Y
UN,Transaero Airlines,\N,TSO,TRANSOVIET,Russia,Y
UO,Hong Kong Express Airways,\N,HKE,HONGKONG SHUTTLE,Hong Kong SAR of China,Y
UP,Bahamasair,\N,BHS,BAHAMAS,Bahamas,Y
UQ,O'Connor Airlines,\N,OCM,OCONNOR,Australia,N
UQ,Skyjet Airlines,,SJU,SKYJET,Uganda,Y
UR,UTair-Express,,\N,,Russia,Y
US,US Airways,\N,USA,U S AIR,United States,Y
UT,UTair Aviation,\N,UTA,UTAIR,Russia,Y
UU,Air Austral,\N,REU,REUNION,France,Y
UW,UVT Aero,,\N,,Russia,Y
